#Index,X position (mm), Y position (mm), Length (um),Orientation #(deg), Area (Arbitrary)
563,0.83655,0.4896,5.4343,-80.981,111
564,0.836,0.53095,4.9767,85.164,105
565,0.8323,0.4601,5.0224,-26.94,77
566,0.8323,0.49005,5.3328,-69.235,106
567,0.82895,0.5311,5.6462,89.252,109
568,0.8247,0.53295,7.3503,86.911,247
569,0.82115,0.49585,7.273,67.063,239
570,0.818,0.47775,4.2362,-24.462,149
571,0.80635,0.5106,3.7611,-55.94,102
572,0.80535,0.52425,4.3318,72.992,117
573,0.79915,0.49195,6.0822,-70.439,255
574,0.80075,0.5497,5.4709,-68.5,101
575,0.7878,0.5523,5.3176,-72.491,88
576,0.78565,0.5231,3.8697,78.889,99
577,0.75075,0.4539,4.1282,60.309,125
578,0.6326,0.4674,9.35,-79.848,861
579,0.8355,0.61005,6.4114,-46.47,193
580,0.83425,0.6434,4.7863,-24.046,246
581,0.83125,0.6215,6.0736,-28.262,217
582,0.8321,0.5988,3.9578,-4.3385,73
583,0.8301,0.60925,4.6506,-10.253,119
584,0.8278,0.6161,5.0833,-54.37,126
585,0.82825,0.71675,8.1764,-44.08,688
586,0.8143,0.60585,4.5621,-6.4022,91
587,0.81035,0.601,4.8703,-89.23,117
588,0.8083,0.5868,6.2156,37.152,180
589,0.8036,0.6142,3.663,34.326,98
590,0.7991,0.6028,5.1034,72.196,82
591,0.79595,0.5811,4.9388,-28.855,135
592,0.7925,0.5789,3.8157,-29.315,127
593,0.7894,0.58825,7.2342,-20.726,120
594,0.77955,0.63025,6.8754,72.658,384
595,0.77755,0.59205,5.3845,72.929,309
596,0.76905,0.57795,4.8954,9.8739,222
597,0.7571,0.5907,5.4286,47.438,352
598,0.61765,0.6923,6.713,32.567,239
599,0.5947,0.62445,4.7433,78.82,166
600,0.5943,0.6321,3.9627,-2.6833,97
601,0.59025,0.671,5.7296,-34.06,126
602,0.5859,0.6132,7.8009,-46.132,497
603,0.5864,0.64445,4.5679,31.26,116
604,0.57915,0.62435,12.242,-30.874,356
605,0.58245,0.61595,3.4277,30.659,83
606,0.57395,0.59735,4.3928,-2.5487,90
607,0.53935,0.7159,5.8195,-85.824,358
608,0.5329,0.6072,4.1084,2.9068,108
609,0.49515,0.57945,6.1333,63.647,421
610,0.4836,0.5701,4.8026,21.773,233
611,0.43685,0.65075,9.7165,89.311,844
612,0.3592,0.7235,6.5694,78.17,104
613,0.35595,0.6509,4.8063,-30.532,186
614,0.35395,0.7209,4.9592,1.7869,124
615,0.3457,0.698,3.8595,-81.47,77
616,0.3251,0.65615,4.7802,-33.573,167
617,0.32335,0.68115,5.5385,31.227,111
618,0.31795,0.6372,5.8631,61.809,354
619,0.31335,0.72145,6.0213,-2.1022,303
620,0.28805,0.67165,6.0144,46.99,427
621,0.2579,0.56125,4.9855,0.49766,151
622,0.2587,0.60785,5.1852,-88.468,289
623,0.25345,0.58615,5.3833,7.9038,343
624,0.2552,0.6799,6.4813,86.461,317
625,0.11415,0.72535,11.939,-1.3722,236
626,0.11745,0.6777,6.0405,78.908,106
627,0.11645,0.71015,5.2775,68.475,153
628,0.11445,0.6802,4.9568,-23.765,120
629,0.11195,0.71965,5.856,-32.14,175
630,0.0997,0.69225,9.7802,20.939,224
631,0.0738,0.60055,3.5288,31.029,82
632,0.06135,0.6804,4.3844,45.765,94
633,0.0565,0.60405,5.5076,38.713,347
634,0.054,0.6616,6.4949,67.146,307
635,0.04135,0.70625,8.4436,79.714,718
636,0.0331,0.6228,3.4613,-68.533,105
637,0.0152,0.7084,6.4663,-78.758,205
638,-0.05115,0.6608,12.115,77.585,1454
639,-0.1329,0.6116,4.3973,-4.7459,169
640,-0.13605,0.6881,6.0648,35.656,370
641,-0.1445,0.63875,4.9998,-12.015,248
642,-0.15965,0.614,5.9808,-15.143,434
643,-0.18505,0.71705,6.3752,88.794,190
644,-0.19425,0.63945,3.9757,-83.805,83
645,-0.20315,0.6518,7.2593,67.821,122
646,-0.22325,0.6875,7.5096,85.066,386
647,-0.2309,0.5817,5.7126,15.686,379
648,-0.22905,0.7048,6.087,-77.674,97
649,-0.24975,0.642,6.0322,81.548,235
650,-0.2582,0.6077,9.1382,-34.438,1050
651,-0.2837,0.6133,4.7056,-53.164,94
652,-0.29005,0.67245,8.4806,85.142,646
653,-0.30005,0.59315,5.6229,-20.561,293
654,-0.344,0.6886,8.4544,65.552,820
655,-0.34915,0.5734,7.185,-56.152,587
656,-0.40125,0.67675,5.9859,82.622,229
657,-0.4141,0.69715,7.5303,-80.021,471
658,-0.4192,0.6779,4.4439,70.765,100
659,-0.4251,0.6824,9.8427,85.21,685
660,-0.45755,0.6789,6.7717,86.679,103
661,-0.5108,0.60535,8.4011,-79.876,527
662,-0.58005,0.69815,7.7444,39.317,575
663,-0.60145,0.7258,4.4073,10.706,137
664,-0.60405,0.7175,5.0428,10.438,131
665,-0.60655,0.66,4.8905,-5.7728,256
666,-0.6088,0.71465,7.3407,69.737,354
667,-0.61435,0.58825,5.7799,-6.8398,108
668,-0.6146,0.7085,6.548,-82.966,98
669,-0.61935,0.67265,7.3405,41.913,493
670,-0.6194,0.6061,3.2496,37.345,80
671,-0.62675,0.71715,7.0511,-34.309,474
672,-0.6567,0.6206,4.6035,74.912,92
673,-0.6929,0.6495,5.1928,-74.148,87
674,-0.6998,0.67865,6.795,79.263,360
675,-0.8428,0.6845,12.894,89.827,715
676,-0.8434,0.62705,3.3296,62.856,71
677,-0.8473,0.6904,6.1738,-85.162,99
678,-0.8491,0.60765,4.2981,34.994,89
679,-0.84845,0.71395,9.4753,83.422,379
680,-0.8506,0.598,4.2932,73.502,72
681,-0.87015,0.6386,3.4417,49.312,82
682,-0.87065,0.66035,4.6704,77.788,77
683,-0.8908,0.64245,5.3529,88.588,96
684,-0.89435,0.61975,8.3496,-67.489,195
685,-0.9523,0.7121,6.4732,-66.671,216
686,-0.95535,0.6218,8.4471,85.731,490
687,-0.9833,0.695,7.2246,88.128,270
688,-0.84365,0.5638,10.545,26.291,413
689,-0.8505,0.55245,5.8554,75.145,214
690,-0.8552,0.5595,4.3131,25.718,89
691,-0.87255,0.4065,3.4231,50.261,91
692,-0.88405,0.46955,4.6425,76.73,145
693,-0.90505,0.5266,5.8172,76.244,144
694,-0.91475,0.45195,4.8997,78.945,139
695,-0.93525,0.51095,6.6473,81.601,141
696,-0.94725,0.4915,6.6847,84.517,247
697,-0.95165,0.52045,6.4737,-55.577,135
698,-0.97055,0.4258,7.5111,88.869,508
699,-1.0271,0.52295,10.876,58.058,702
700,-1.0528,0.44885,8.1895,83.766,606
701,-0.84135,0.40355,7.2801,-88.186,168
702,-0.8463,0.39565,5.6228,-45.659,130
703,-0.849,0.25665,4.0953,31.668,74
704,-0.85625,0.2975,5.8193,71.301,407
705,-0.86135,0.3352,4.1838,72.746,128
706,-0.86465,0.2494,4.0132,23.729,72
707,-0.8665,0.3172,8.0522,71.703,680
708,-0.88935,0.3906,6.4087,75.184,136
709,-0.9137,0.3518,9.8414,88.261,785
710,-0.98225,0.30195,6.1315,86.196,267
711,-0.8418,0.2008,7.303,-81.999,141
712,-0.84455,0.1518,6.3704,85.094,402
713,-0.84425,0.2183,5.5959,-55.795,278
714,-0.8547,0.08105,5.2707,10.779,103
715,-0.85165,0.19605,5.466,-9.6667,173
716,-0.8585,0.20545,3.4512,-59.066,71
717,-0.86195,0.1427,6.6286,80.729,236
718,-0.8818,0.12725,3.8385,-3.6492,75
719,-0.88935,0.15135,4.5419,72.801,79
720,-0.89675,0.14135,6.3061,-73.196,348
721,-0.8955,0.18325,4.9926,69.535,202
722,-0.9384,0.2185,6.1729,84.642,221
723,-0.9398,0.23235,5.2132,-76.815,109
724,-0.94225,0.15825,6.4636,86.044,247
725,-0.9427,0.1355,4.2798,18.042,130
726,-0.9784,0.2282,6.2891,-66.717,129
727,-0.9897,0.14195,6.1767,89.179,320
728,-1.0511,0.1165,5.2726,7.3135,284
729,-0.8432,0.069,6.7625,-75.236,268
730,-0.84505,-0.04535,4.6655,-15.005,168
731,-0.8453,0.03775,4.2268,78.845,94
732,-0.85035,-0.0418,4.3371,-0.12063,127
733,-0.8582,0.07915,10.654,-51.793,1270
734,-0.8621,0.03925,4.0017,-28.264,90
735,-0.86395,0.0235,4.9126,-30.547,226
736,-0.8653,-0.01075,4.1785,-5.1227,109
737,-0.8648,0.0095,4.8828,84.725,148
738,-0.8696,-0.0079,4.0031,65.274,101
739,-0.8818,-0.03285,6.5487,24.898,463
740,-0.90625,0.0741,5.7844,89.721,242
741,-0.96945,-0.03005,5.6542,-85.719,95
742,-0.97915,0.0258,6.7905,86.327,233
743,-1.0126,-0.02975,5.7312,88.245,347
744,-1.0146,0.07655,3.0505,-62.883,83
745,-1.0648,-0.039,7.1302,-56.87,590
746,-0.86645,-0.1624,6.041,16.251,455
747,-0.87345,-0.1815,4.4337,7.1505,128
748,-0.93335,-0.16395,5.6774,79.106,284
749,-0.9456,-0.2241,7.0061,37.879,582
750,-0.98645,-0.23465,5.626,4.9978,152
751,-1.0455,-0.1433,3.7922,-4.806,93
752,-1.055,-0.1635,5.9258,-72.91,252
753,-0.8441,-0.2567,7.6569,-53.964,193
754,-0.8501,-0.30715,4.7097,11.079,141
755,-0.84945,-0.2348,6.1942,22.313,83
756,-0.84935,-0.24865,5.1857,-84.744,81
757,-0.8954,-0.30295,9.8497,83.278,1014
758,-0.8993,-0.2839,5.6741,74.595,292
759,-0.9162,-0.30955,7.0963,78.219,424
760,-0.9298,-0.3934,5.274,-1.3192,170
761,-0.9336,-0.31165,6.2385,86.943,190
762,-0.97115,-0.2379,6.5133,-80.152,318
763,-0.9881,-0.23595,6.6328,11.067,258
764,-0.99585,-0.2417,9.2434,83.925,750
765,-1.0219,-0.26725,7.5988,80.41,429
766,-1.0275,-0.401,5.5761,6.4734,132
767,-1.0535,-0.3718,7.507,-77.799,580
768,-1.0583,-0.3105,6.0707,-34.738,102
769,-0.8714,-0.4665,3.1654,81.56,78
770,-0.90535,-0.41325,11.487,79.759,1252
771,-0.9128,-0.54215,4.2537,7.8553,120
772,-0.9156,-0.52845,4.4215,-8.3659,153
773,-0.93985,-0.4331,5.9813,84.893,197
774,-0.95835,-0.49215,5.9313,89.375,215
775,-0.9693,-0.5321,5.0693,7.4161,201
776,-0.97955,-0.417,7.0513,85.444,403
777,-0.99925,-0.44675,10.249,41.736,730
778,-1.0262,-0.39915,8.435,-40.718,860
779,-0.85505,-0.57495,11.59,89.376,1364
780,-0.8862,-0.5749,4.6918,85.485,114
781,-0.89305,-0.57545,5.3355,88.333,158
782,-0.9037,-0.6213,5.1352,-74.067,205
783,-0.902,-0.56695,5.983,-86.3,81
784,-0.91925,-0.6384,5.9427,85.754,174
785,-0.93285,-0.6888,8.1769,-88.031,674
786,-0.94225,-0.7176,5.4292,10.554,212
787,-0.9806,-0.7165,7.5133,-2.8899,224
788,-1.015,-0.62535,7.1514,-25.663,437
789,-1.028,-0.6939,8.0259,-84.125,657
790,-0.6183,-0.6506,4.7092,8.1773,217
791,-0.63895,-0.71495,4.5808,14.633,82
792,-0.66685,-0.6749,5.2678,61.731,290
793,-0.6725,-0.68635,3.5318,16.823,88
794,-0.68685,-0.68065,4.5981,64.863,89
795,-0.68715,-0.65685,4.0768,-61.797,72
796,-0.73205,-0.684,8.6416,85.66,539
797,-0.3617,-0.55865,6.8163,-89.202,239
798,-0.3666,-0.62075,3.8849,28.796,122
799,-0.3671,-0.5541,3.3347,46.483,75
800,-0.36925,-0.5626,4.768,-36.767,110
801,-0.3874,-0.613,4.9335,1.0791,148
802,-0.3927,-0.65535,4.0161,-65.483,76
803,-0.41585,-0.6766,3.752,54.013,96
804,-0.41745,-0.59845,5.2866,-87.374,112
805,-0.41845,-0.5807,4.5227,87.644,108
806,-0.42485,-0.60805,6.4872,-85.293,116
807,-0.481,-0.7152,6.1032,-4.6298,382
808,-0.5044,-0.7015,6.385,73.726,448
809,-0.51695,-0.6638,5.8951,89.574,293
810,-0.52845,-0.69315,3.2558,-29.133,73
811,-0.5544,-0.6401,5.8399,-49.49,169
812,-0.1378,-0.67305,4.002,-10.331,89
813,-0.1441,-0.70665,3.7059,11.712,71
814,-0.1488,-0.60645,6.5803,18.067,256
815,-0.15615,-0.6069,5.0621,-27.472,87
816,-0.1865,-0.58595,5.3996,-78.069,76
817,-0.19955,-0.7116,5.1915,-5.7459,243
818,-0.21655,-0.6909,4.3685,14.704,161
819,-0.24225,-0.6227,6.8916,85.482,325
820,-0.24275,-0.59915,7.4639,87.065,411
821,-0.25315,-0.7065,6.7425,-87.002,483
822,-0.2581,-0.55655,6.7416,-65.238,176
823,-0.272,-0.64225,4.7072,-58.343,85
824,-0.28085,-0.6844,4.922,25.746,213
825,-0.2922,-0.60485,3.2342,-40.593,79
826,-0.3135,-0.5693,8.7383,55.446,739
827,-0.3242,-0.6578,6.7258,-86.502,431
828,0.08705,-0.60145,4.9158,-83.757,121
829,0.072,-0.6149,5.469,-83.406,263
830,0.0718,-0.6648,3.4326,-83.998,95
831,0.02335,-0.58165,8.2963,72.762,594
832,0.01765,-0.56835,7.2217,86.226,464
833,0.01345,-0.65515,13.804,85.793,1263
834,-0.01105,-0.6851,4.3465,-34.908,108
835,-0.01935,-0.5689,7.4746,-68.893,149
836,-0.02875,-0.63345,8.7737,87.814,634
837,-0.03615,-0.65925,10.348,85.904,764
838,-0.0881,-0.55995,6.2651,-9.6851,171
839,-0.09475,-0.58995,8.0581,89.063,709
840,-0.11465,-0.59855,7.2229,82.552,318
841,0.3477,-0.65335,5.4663,-10.878,312
842,0.33615,-0.58405,5.7531,-89.505,146
843,0.33345,-0.60385,4.7447,-41.477,132
844,0.3167,-0.6361,9.7603,85.626,917
845,0.307,-0.5967,5.2982,-72.325,132
846,0.2904,-0.6249,5.2017,80.596,113
847,0.1866,-0.6946,5.8046,7.981,284
848,0.17385,-0.7214,7.0494,1.5241,148
849,0.17085,-0.55835,3.7902,-37.365,116
850,0.1213,-0.63595,6.9947,-79.238,447
851,0.5989,-0.56885,4.2324,-83.938,83
852,0.59665,-0.62845,3.633,0.41491,83
853,0.59575,-0.5766,4.2891,64.661,76
854,0.59015,-0.56455,3.7682,64.537,89
855,0.5494,-0.6251,4.2512,-81.868,81
856,0.5467,-0.6036,6.3159,85.821,433
857,0.5447,-0.67645,4.2428,12.263,81
858,0.53515,-0.7046,7.2024,-45.719,494
859,0.52495,-0.56515,6.2635,-82.254,166
860,0.47525,-0.6855,4.7946,10.623,216
861,0.36915,-0.67695,4.9496,-13.047,92
862,0.8338,-0.63145,6.1299,-43.298,382
863,0.82905,-0.55555,5.1129,-20.902,71
864,0.8277,-0.5671,5.7776,66.144,154
865,0.8216,-0.57125,6.6823,-24.08,299
866,0.82085,-0.5655,4.7844,-74.491,101
867,0.8069,-0.7062,5.1642,-5.5358,85
868,0.80635,-0.5649,6.7032,65.282,97
869,0.80085,-0.5566,3.5616,71.998,83
870,0.77395,-0.72015,5.9399,3.0694,229
871,0.765,-0.6047,6.5969,72.92,402
872,0.74285,-0.63895,5.0844,81.871,178
873,0.73665,-0.6223,6.6759,83.1,407
874,0.7144,-0.70035,4.6952,9.3124,159
875,0.64965,-0.68265,5.6392,-14.568,120
876,0.6509,-0.64895,5.5871,-38.736,169
877,1.0757,-0.61245,7.4239,-8.1111,149
878,1.0752,-0.5777,4.7363,-52.592,95
879,1.0665,-0.5971,3.1205,-6.208,79
880,1.0577,-0.6045,3.899,83.157,73
881,1.0445,-0.7078,5.0454,-4.9764,187
882,1.0394,-0.65555,5.4206,85.908,345
883,1.0394,-0.56895,5.6993,-48.896,134
884,1.0222,-0.6615,8.0494,62.957,655
885,0.97405,-0.7009,4.8725,58.381,218
886,0.96395,-0.69405,4.4982,70.652,112
887,1.0766,-0.4934,8.6489,-88.27,373
888,1.0614,-0.4065,6.8885,66.549,458
889,1.0388,-0.4902,4.3898,71.452,76
890,1.0059,-0.4062,6.9316,88.163,164
891,1.0005,-0.5452,6.5081,56.121,453
892,0.96705,-0.40155,7.0917,85.524,287
893,0.8507,-0.4672,6.9827,-79.163,467
894,1.0675,-0.2854,5.0355,-22.723,223
895,1.0547,-0.251,11.195,77.841,725
896,1.0508,-0.2973,9.6315,-87.964,263
897,1.0336,-0.3796,4.7829,31.714,288
898,1.0198,-0.27335,5.1292,-66.307,97
899,1.0154,-0.28275,5.8503,82.343,136
900,0.9795,-0.36485,5.2132,77.48,257
901,0.93985,-0.3388,10.996,83.667,1120
902,0.92165,-0.35745,5.8345,85.516,296
903,0.91155,-0.34735,5.6748,86.764,199
904,0.8559,-0.3505,6.0315,-76.47,334
905,1.0762,-0.08175,5.8456,-85.386,100
906,1.0725,-0.18495,4.4636,-1.652,140
907,1.0725,-0.10635,6.9729,-25.542,216
908,1.0717,-0.0841,6.4472,-42.562,94
909,1.0167,-0.19615,5.2484,51.348,306
910,1.0106,-0.1512,5.4738,-73.864,317
911,0.99575,-0.0991,5.9287,86.987,194
912,0.95485,-0.18645,5.3555,74.796,174
913,0.91735,-0.1805,6.3158,-76.822,452
914,1.0732,-0.05865,11.96,-40.193,533
915,1.0704,0.0746,7.0749,-29.854,458
916,1.0643,-0.0686,6.0776,23.673,224
917,1.064,-0.0237,4.8019,-9.6324,220
918,1.0481,0.08375,6.5034,9.81,137
919,1.043,-0.04665,4.4279,-12.041,97
920,1.0282,0.05895,5.4708,-64.808,115
921,0.9999,0.0329,6.0103,88.545,96
922,0.9805,-0.07115,6.6041,-5.9522,206
923,0.9698,0.0622,6.9807,85.971,302
924,0.93395,0.08395,6.4469,-82.508,297
925,0.88785,-0.0575,7.6928,85.506,688
926,1.068,0.12235,6.3148,-16.146,288
927,1.0668,0.1439,3.6282,69.902,109
928,1.0627,0.1354,5.8018,-8.4648,328
929,1.0583,0.236,9.0796,-22.702,874
930,1.0521,0.0841,5.5974,-8.3358,173
931,1.0196,0.19915,5.3431,-88.439,167
932,0.97125,0.1598,7.6584,81.867,599
933,0.97285,0.20955,5.2532,-63.329,75
934,0.9734,0.22995,3.9569,-85.846,73
935,0.9443,0.1377,7.2363,83.018,537
936,0.86575,0.1182,7.4104,-3.9936,572
937,0.8469,0.21885,10.655,-36.27,385
938,1.0683,0.337,4.2704,86.219,81
939,1.0334,0.3659,6.5053,84.346,296
940,1.0299,0.3407,6.295,56.675,229
941,1.0139,0.2899,4.7499,76.555,223
942,0.98465,0.3499,4.6127,39.227,77
943,0.9306,0.3234,6.5324,85.221,226
944,0.91795,0.38145,8.9244,85.166,699
945,1.0729,0.54515,6.6544,-23.758,302
946,1.0725,0.53585,5.6074,-77.35,165
947,1.0621,0.52585,3.6837,85.842,96
948,1.0226,0.51405,4.8215,-69.488,100
949,1.0127,0.41865,3.7913,-8.5711,119
950,1.002,0.4627,6.4612,70.734,370
951,0.97465,0.51845,7.2438,82.77,352
952,0.92795,0.5447,7.7085,-86.395,333
953,0.8912,0.4417,6.1421,-89.944,341
954,0.87475,0.4905,6.7271,83.688,307
955,0.8622,0.53335,6.1046,-31.603,91
956,1.0496,0.57095,4.3171,-3.7676,82
957,1.0472,0.58425,5.2114,-3.375,202
958,1.0387,0.6806,10.194,66.566,1084
959,1.0038,0.6214,4.8569,-83.483,96
960,0.99185,0.595,5.4741,70.578,304
961,0.98135,0.6988,7.1954,79.981,482
962,0.9551,0.6297,5.5714,88.545,156
963,0.9245,0.65915,6.2286,-68.311,161
964,0.89385,0.6317,6.9451,89.672,442
965,0.8881,0.6639,5.8439,-50.075,111
966,1.0767,0.88365,10.167,30.481,519
967,1.0731,0.7494,5.698,-6.4773,277
968,1.0598,0.75955,3.2712,12.034,74
969,1.0542,0.7251,5.6148,-7.2635,276
970,1.0322,0.8111,4.7258,74.962,103
971,1.0053,0.773,5.5625,77.798,316
972,0.9605,0.73955,4.0291,71.884,111
973,0.9532,0.75115,5.2974,86.66,313
974,0.833,0.85955,3.6017,-63.919,75
975,0.82975,0.80495,5.601,-22.358,113
976,0.8296,0.79815,3.9479,-4.4664,93
977,0.82635,0.86045,8.9775,11.134,553
978,0.82395,0.851,6.4703,50.753,342
979,0.81985,0.79505,5.3161,-4.315,94
980,0.81865,0.7772,3.3597,0.11117,72
981,0.79535,0.8396,7.3913,-82.624,591
982,0.78845,0.80865,9.445,-49.269,827
983,0.7874,0.771,4.3489,67.293,85
984,0.77215,0.87945,6.3464,78.703,117
985,0.70085,0.7592,6.039,-85.384,334
986,0.598,0.87645,5.8681,-45.163,118
987,0.59435,0.79485,3.4339,-25.965,95
988,0.5942,0.77775,3.2002,-23.272,73
989,0.59425,0.80515,4.0631,-82.759,113
990,0.5931,0.8324,5.8591,-75.686,244
991,0.5935,0.87685,4.8402,-59.595,75
992,0.5579,0.7568,3.5596,36.152,92
993,0.5348,0.7269,5.4049,2.5195,171
994,0.539,0.87525,5.7067,-76.532,83
995,0.52995,0.8382,6.4371,89.261,125
996,0.5177,0.87135,5.7367,-77.685,89
997,0.4903,0.81325,5.4251,-86.057,135
998,0.48875,0.8531,9.3734,-89.406,792
999,0.4379,0.78635,5.4783,-76.891,148
1000,0.4002,0.8714,7.6421,10.08,400
1001,0.39305,0.75225,5.5094,16.869,276
1002,0.363,0.8562,7.4393,87.991,161
1003,0.35335,0.8386,4.7198,-24.646,87
1004,0.3435,0.7671,5.5803,-9.7531,215
1005,0.3206,0.7355,3.7543,-1.1416,118
1006,0.3162,0.7196,4.9108,4.9773,126
1007,0.27305,0.7616,4.3932,68.67,169
1008,0.2726,0.8313,4.4692,45.499,79
1009,0.26345,0.8717,5.4173,-81.822,196
1010,0.23875,0.8188,4.8993,-82.475,81
1011,0.22565,0.81045,4.8854,-63.601,123
1012,0.2216,0.85545,4.8922,-69.439,100
1013,0.2175,0.81265,7.7138,85.902,354
1014,0.21205,0.876,3.7547,-66.281,75
1015,0.16875,0.7283,7.6238,-19.409,657
1016,0.1622,0.87565,4.144,-41.055,99
1017,0.13985,0.8675,7.061,74.819,175
1018,0.11805,0.87495,4.903,-41.284,135
1019,0.11245,0.88095,6.0463,26.247,101
1020,0.10555,0.81655,5.447,-27.542,175
1021,0.1,0.87705,3.932,10.2,78
1022,0.09385,0.8826,5.7602,-88.726,108
1023,0.09075,0.80005,4.0686,71.323,85
1024,0.08735,0.76845,5.0836,-10.502,207
1025,0.08825,0.8791,7.329,-21.381,226
1026,0.08245,0.77535,3.252,68.359,79
1027,0.07175,0.867,4.7889,6.7436,78
1028,0.06715,0.8161,14.178,77.866,1686
1029,0.0656,0.7995,4.185,52.408,139
1030,0.06465,0.78525,4.4176,6.24,181
1031,0.05955,0.84465,7.8424,73.39,547
1032,0.06025,0.8613,5.7176,-78.834,77
1033,0.0459,0.84305,5.7604,89.38,121
1034,0.02205,0.8297,7.0526,80.318,407
1035,-0.03445,0.7891,6.1231,88.118,271
1036,-0.08125,0.7892,5.1879,-26.603,133
1037,-0.1144,0.8588,12.351,58.129,194
1038,-0.12495,0.87955,5.3018,25.005,93
1039,-0.33285,0.87895,5.6456,-14.426,206
1040,-0.36275,0.83975,5.1363,-87.383,256
1041,-0.364,0.81615,5.0715,-42.747,273
1042,-0.37755,0.78155,4.6762,-6.1444,198
1043,-0.38065,0.80605,3.5003,-51.802,72
1044,-0.38905,0.7911,3.7525,-74.588,78
1045,-0.39205,0.8156,6.1362,74.573,355
1046,-0.4013,0.86975,6.4303,-86.132,185
1047,-0.4085,0.8011,3.2995,-82.18,78
1048,-0.41275,0.7255,4.7076,-8.9795,127
1049,-0.4259,0.85015,5.6776,79.496,272
1050,-0.4313,0.7286,5.8552,-22.416,215
1051,-0.4335,0.8646,5.9315,-88.038,114
1052,-0.45235,0.78685,4.0753,-88.456,76
1053,-0.4513,0.88325,4.1179,-58.449,108
1054,-0.4557,0.79775,5.959,78.054,382
1055,-0.45625,0.82915,9.1351,80.982,658
1056,-0.4666,0.78685,5.5888,83.347,244
1057,-0.47825,0.8608,5.9625,-64.966,76
1058,-0.51665,0.842,6.4596,-60.971,126
1059,-0.5487,0.739,7.2696,80.592,574
1060,-0.5506,0.81325,6.4527,-53.987,114
1061,-0.59045,0.71935,3.8971,-50.408,91
1062,-0.605,0.74185,6.8729,-87.125,292
1063,-0.60225,0.8731,4.302,89.77,110
1064,-0.60495,0.8312,3.714,13.64,71
1065,-0.60925,0.8527,4.788,-24.728,150
1066,-0.6151,0.7739,3.5555,-4.6877,102
1067,-0.61525,0.75775,6.744,-65.981,138
1068,-0.63275,0.76825,3.9893,55.158,115
1069,-0.63455,0.80305,4.9396,73.069,129
1070,-0.6417,0.87695,5.7543,-70.737,98
1071,-0.6469,0.74055,3.7282,8.1185,79
1072,-0.64475,0.84285,4.9205,84.302,74
1073,-0.64695,0.842,3.6182,86.851,86
1074,-0.64705,0.8826,4.8702,-81.053,98
1075,-0.6926,0.81445,4.4047,-45.559,87
1076,-0.7065,0.79195,6.2581,84.577,246
1077,-0.7154,0.7687,6.3465,78.235,349
1078,-0.73205,0.73105,5.6663,46.069,372
1079,-0.75785,0.8674,7.0029,-59.839,127
1080,-0.78475,0.8082,8.3819,87.232,601
1081,-0.8034,0.77245,6.2555,88.565,328
1082,-0.84775,0.84165,4.7981,89.248,151
1083,-0.86755,0.74875,5.6224,-4.189,82
1084,-0.87585,0.882,6.0555,-83.772,114
1085,-0.8844,0.75905,6.4468,76.551,409
1086,-0.8862,0.87355,4.9089,65.62,90
1087,-0.89875,0.79525,3.4222,19.838,91
1088,-0.9084,0.85925,6.198,-55.999,204
1089,-0.9194,0.79395,5.252,81.601,155
1090,-0.9196,0.79935,3.8006,76.172,78
1091,-0.9543,0.74,4.7635,2.7086,119
1092,-1.029,0.8551,14.532,-86.774,1666
1093,-1.0759,0.7382,9.692,-54.654,1052
1094,-1.0822,0.8857,6.489,-12.367,111
1095,-1.1415,0.82155,7.3885,77.589,460
1096,-1.1516,0.7329,4.5605,8.7143,174
1097,-1.2459,0.78795,6.5407,89.121,295
1098,-1.3049,0.80245,6.788,88.846,285
1099,-1.1075,0.6881,3.0929,33.639,71
1100,-1.122,0.63335,8.5059,71.635,652
1101,-1.1496,0.71095,5.917,-82.158,95
1102,-1.1557,0.5979,5.7237,80.916,325
1103,-1.1865,0.57045,10.234,-72.723,1109
1104,-1.1803,0.68305,5.2048,77.265,151
1105,-1.235,0.6307,9.265,82.184,718
1106,-1.2708,0.66585,8.5496,88.167,523
1107,-1.2812,0.57055,4.6528,34.543,84
1108,-1.2991,0.6056,5.6037,65.351,223
1109,-1.0887,0.47295,4.896,-2.0082,256
1110,-1.0951,0.4069,3.9762,29.991,109
1111,-1.0984,0.5452,7.2414,-70.49,232
1112,-1.1036,0.45905,4.9877,69.034,215
1113,-1.125,0.5572,6.9882,77.139,389
1114,-1.1464,0.52395,8.9726,77.704,278
1115,-1.1545,0.45495,4.1129,89.964,77
1116,-1.1547,0.5341,4.56,59.894,71
1117,-1.1587,0.519,6.2127,-86.573,124
1118,-1.1631,0.5432,5.7773,69.193,121
1119,-1.1714,0.54535,10.962,76.59,178
1120,-1.2219,0.42405,4.9363,76.83,95
1121,-1.2405,0.44225,8.508,-75.888,657
1122,-1.3048,0.48945,6.2915,-46.175,153
1123,-1.1042,0.324,4.5788,-30.199,176
1124,-1.1067,0.2555,5.2209,-3.4915,236
1125,-1.1237,0.326,5.2909,78.705,318
1126,-1.1558,0.2954,5.9528,84.765,240
1127,-1.1617,0.3395,5.4255,86.067,212
1128,-1.2154,0.28835,5.2316,-86.927,192
1129,-1.2196,0.25385,3.3209,-16.99,86
1130,-1.2411,0.37455,10.099,69.474,932
1131,-1.2793,0.25435,7.6238,57.259,556
1132,-1.2917,0.27845,4.7766,-5.9061,219
1133,-1.2961,0.2644,7.7348,1.1719,397
